,dec_0_norm,dec_1_norm,dec_2_norm,dec_3_norm,dec_4_norm,dec_5_norm,dec_6_norm,dec_7_norm
121,0.9652799,0.9652773,0.96527606,0.96527606,0.96527565,0.9652773,0.9652767,0.96528083
122,0.8974608,0.8975033,0.89729476,0.8971811,0.89720774,0.8972699,0.89729893,0.8972815
123,0.86585253,0.865923,0.86580014,0.86535513,0.86539376,0.8654064,0.8654778,0.86546475
124,0.8845121,0.88471496,0.8845416,0.88422036,0.88429457,0.8842968,0.8841833,0.88445497
125,0.8697493,0.8696326,0.8697571,0.8693413,0.8692612,0.8693014,0.86939704,0.8693703
126,0.8435019,0.8436715,0.8436672,0.8433967,0.84322107,0.8434247,0.84337485,0.8431982
127,0.9095543,0.9095049,0.9094397,0.9092318,0.90924984,0.9094031,0.9092613,0.9092866
128,0.892176,0.89244086,0.8924762,0.89197946,0.89188564,0.89198786,0.8921253,0.892047
129,0.7606549,0.7605891,0.7604618,0.76039803,0.76038325,0.760388,0.7603521,0.76032895
130,0.97535485,0.97532225,0.97529066,0.97526485,0.9752662,0.9752638,0.97524923,0.9752652
131,0.980731,0.9807315,0.980732,0.98073417,0.9807327,0.9807354,0.9807342,0.98073626
132,0.9984573,0.998457,0.9984558,0.9984536,0.998453,0.99845314,0.99845314,0.99845153
133,0.94924563,0.94915944,0.9491988,0.9490622,0.9490819,0.9490762,0.9490937,0.9490639
134,0.9275519,0.9275547,0.9274111,0.927291,0.9273513,0.9272937,0.9272637,0.9273405
135,0.88251495,0.882273,0.88228136,0.8819997,0.8820863,0.8820449,0.88194525,0.88207203
136,0.90459883,0.9045616,0.90457636,0.9041613,0.9042962,0.90422934,0.90407056,0.90414196
137,0.9016325,0.9016658,0.90152234,0.90130055,0.9013122,0.9013142,0.90126735,0.9011147
138,0.82140124,0.8213321,0.8213508,0.820401,0.82100564,0.8209197,0.82106435,0.8209704
139,0.8948784,0.89493644,0.8950084,0.89460856,0.8946493,0.89461344,0.8946553,0.8945933
140,0.96759623,0.9675811,0.96758413,0.96755403,0.96753794,0.9675024,0.9675182,0.9674931
141,0.7802435,0.7801264,0.7800192,0.7799545,0.77992475,0.7799306,0.77990896,0.7798832
142,0.7966446,0.79653144,0.7964057,0.79639906,0.79641724,0.79642487,0.79640484,0.7964386
143,0.7946048,0.7944771,0.7942559,0.79407775,0.7940272,0.79401135,0.7939412,0.7938839
144,0.995572,0.9955703,0.9955721,0.9955692,0.9955707,0.9955725,0.9955685,0.99557203
145,0.8401214,0.8399077,0.84007835,0.8394031,0.83952934,0.83963853,0.8395321,0.8394858
146,0.9152193,0.91525954,0.9150667,0.91480714,0.91485626,0.914753,0.9147065,0.9148173
147,0.78225374,0.7821835,0.78202146,0.78198874,0.78201157,0.7820365,0.78193134,0.78191155
148,0.88207096,0.8821076,0.88199896,0.8818596,0.8818911,0.88194805,0.88180006,0.8817922
149,0.9753554,0.97535783,0.9753596,0.97535986,0.975361,0.9753618,0.97536135,0.97536296
150,0.99525845,0.995256,0.9952598,0.99525565,0.99525535,0.9952565,0.9952523,0.9952543
151,0.9792506,0.97924745,0.9792484,0.9792487,0.9792483,0.97924775,0.9792481,0.9792479
152,0.90394,0.90403175,0.90390325,0.9036536,0.9038045,0.90354556,0.903565,0.9035477
153,0.9724052,0.9723962,0.9723556,0.9723197,0.97230786,0.9723726,0.9723124,0.97233015
154,0.78874576,0.7885941,0.78851557,0.7883559,0.7883419,0.7883501,0.7883292,0.7883041
155,0.9939317,0.99392915,0.9939274,0.9939246,0.99392766,0.99393135,0.9939255,0.99392974
